State,Agency type,Agency name,Agency unit,"Race/Ethnicity/Ancestry",Religion,"Sexual_orientation",Disability,Gender,"Gender_identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,,Cattaraugus County,1,1,0,0,0,0,1,1,0,0,
,,,Cayuga County,1,2,0,0,0,0,2,1,0,0,
,,,Chautauqua County,0,1,0,0,0,0,1,0, ,0,
,,,Chemung County,1,0,0,0,0,0,0,0,0,1,
,,,Clinton County,5,0,0,0,0,0,1,2,2,0,
,,,Columbia County,2,2,0,0,0,0,2,0,0,2,
,,,Dutchess County,2,1,0,0,0,0,1, ,2,0,
,,,Essex County,3,0,0,0,0,0,0,1,1,1,
,,,Franklin County,1,1,0,0,0,0,1,1,0,0,
,,,Greene County,1,0,0,0,0,0,0,1, ,0,
,,,Jefferson County,1,1,0,0,0,0,0,1,0,1,
,,,Madison County,1,0,0,0,0,0,0,1,0,0,
,,,New York County,1,0,0,0,0,0,1,0,0,0,
,,,Niagara County,1,0,0,0,0,0,0,1,0, ,
,,,Ontario County,0,0,0,0,0,1,0,0, ,1,
,,,Orange County,0,1,0,0,0,1,1,0,1, ,
,,,Oswego County,2,0,0,0,0,0,0,0,1,1,
,,,Otsego County,0,1,0,0,0,0,1,0,0,0,
,,,Rockland County,1,1,0,0,0,0,0,1,1,0,
,,,Saratoga County,2,1,0,0,0,0,0,0,1,2,
,,,Schoharie County,1,0,0,0,0,0,0,1,0,0,
,,,Steuben County,1,0,0,0,0,0,0,0,0,1,
,,,Ulster County,1,2,0,0,0,0,0,1,1,1,
,,,Warren County,1,0,0,0,0,0,0,0,1,0,
,,,Wayne County,1,0,0,0,0,0,0,0,1,0,
,,,Westchester County,5,2,0,0,0,0,2,1,2,2,
,Other Agencies,,,7,7,0,0,0,0,,,,,
,,New York City Metropolitan Transportation Authority,,7,5,0,0,0,0,6,2,3,1,
,,State Park:,Finger Lakes Region,0,1,0,0,0,0,0,0,1,0,
,,,Long Island Region,0,1,0,0,0,0,0,0,0,1,
North Carolina,Total,,,148,12,25,0,1,0,,,,,
,Cities,,,120,8,17,0,0,0,,,,,
,,Albemarle,,0,0,1,0,0,0,0,1,0,0,"16,287"
,,Asheville,,5,1,0,0,0,0,0,3,3,0,"93,980"
,,Boone,,2,0,0,0,0,0,0,0,1,1,"19,975"
,,Burgaw,,1,0,0,0,0,0,0,0,1,0,"4,182"
,,Burlington,,3,0,0,0,0,0,0,2,0,1,"55,003"
,,Carolina Beach,,1,0,0,0,0,0,0,0,1,0,"6,479"
,,Chapel Hill,,2,0,0,0,0,0,1,0,0,1,"64,853"
,,Charlotte-Mecklenburg,,13,0,5,0,0,0,4,5,8,1,"958,358"
,,Conover,,0,0,1,0,0,0,1,0,0,0,"8,567"
,,Creedmoor,,2,0,0,0,0,0,0,0,2,0,"4,669"
,,Durham,,12,1,2,0,0,0,4,3,8,0,"284,925"
,,Elon,,0,1,0,0,0,0,0,1,0,0,"12,609"
,,Emerald Isle,,1,0,0,0,0,0,0,0,1,0,"3,698"
,,Fayetteville,,13,0,1,0,0,0,1,6,3,4,"212,033"
,,Greensboro,,11,1,4,0,0,0,3,5,4,4,"299,887"
,,Greenville,,2,0,0,0,0,0,1,0,1,0,"94,372"
,,High Point,,2,0,0,0,0,0,0,1,1,0,"113,727"
,,Hope Mills,,1,0,0,0,0,0,0,0,1,0,"15,924"
,,Kannapolis,,1,0,0,0,0,0,1,0,0,0,"51,837"
,,Knightdale,,1,0,0,0,0,0,0,0,1,0,"18,735"
,,Lexington,,1,0,0,0,0,0,0,1,0,0,"18,933"
,,Lincolnton,,2,0,1,0,0,0,1,1,1,0,"11,300"
,,Matthews,,2,2,0,0,0,0,0,0,1,3,"33,860"
,,Mebane,,1,0,0,0,0,0,0,0,1,0,"16,894"
,,Monroe,,1,0,0,0,0,0,0,1,0,0,"35,836"
,,Mooresville,,1,0,0,0,0,0,0,0,1,0,"39,692"
,,Morganton,,2,0,0,0,0,0,1,0,0,1,"16,550"
,,Morrisville,,1,0,0,0,0,0,0,1,0,0,"30,264"
,,Newport,,1,0,0,0,0,0,0,0,1,0,"4,646"
,,Oxford,,1,0,0,0,0,0,0,0,1,0,"8,934"
,,Pittsboro,,1,0,0,0,0,0,0,0,0,1,"4,440"
,,Raleigh,,16,0,1,0,0,0,0,2,8,7,"482,264"
,,Reidsville,,6,0,0,0,0,0,0,3,1,2,"13,936"
,,Rocky Mount,,0,1,0,0,0,0,1,0,0,0,"53,520"
,,Salisbury,,1,0,0,0,0,0,1,0,0,0,"34,045"
,,Scotland Neck,,1,0,0,0,0,0,0,0,0,1,"1,819"
,,Statesville,,5,0,0,0,0,0,1,0,2,2,"27,879"
,,Taylortown,,0,1,0,0,0,0,0,1,0,0,867
,,Troy,,2,0,0,0,0,0,0,0,0,2,"3,194"
,,Warsaw,,1,0,0,0,0,0,0,0,1,0,"3,086"
,,Weldon,,1,0,0,0,0,0,0,0,1,0,"1,452"
,,Winston-Salem,,0,0,1,0,0,0,1,0, ,0,"250,021"
,Universities and Colleges,,,1,0,0,0,0,0,,,,,
,,Western Carolina University,,1,0,0,0,0,0,0,0,0,1,"13,342"
,Metropolitan Counties,,,17,2,6,0,0,0,,,,,
,,Anson,,1,0,0,0,0,0,0,0,1,0,
,,Cabarrus,,3,0,1,0,0,0,0,3,1,0,
,,Currituck,,1,0,0,0,0,0,0,0,1,0,
,,Durham,,0,1,0,0,0,0,0,1,0,0,
,,Edgecombe,,1,0,0,0,0,0,0,0,0,1,
,,Gaston County Police Department,,1,0,0,0,0,0,0,0,1,0,
,,Guilford,,4,0,1,0,0,0,1,2,2,0,
,,New Hanover,,1,0,0,0,0,0,0,0,1,0,
,,Pamlico,,0,0,1,0,0,0,0,0,1,0,
,,Pitt,,1,0,0,0,0,0,0,0,1,0,
,,Wake,,3,1,3,0,0,0,2,0,4,1,
,,Wayne,,1,0,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,,9,2,1,0,1,0,,,,,
,,Carteret2,,1,0,1,0,0,0,0,1,0,0,
,,Cleveland,,1,0,0,0,0,0,0,0,1,0,
,,Greene,,0,1,0,0,0,0,0,0,1,0,
,,Hertford,,1,0,0,0,0,0,1,0,0,0,
,,Jackson,,2,1,0,0,0,0,0,2,0,1,
,,McDowell,,1,0,0,0,0,0,1,0,0,0,
,,Montgomery,,2,0,0,0,0,0,1,0,0,1,
,,Swain,,1,0,0,0,1,0,0,2,0,0,
,Other Agencies,,,1,0,1,0,0,0,,,,,
,,University of North Carolina Hospitals,,1,0,0,0,0,0,0,0,1,0,
,,WakeMed Campus Police,,0,0,1,0,0,0,0,0,0,1,
North Dakota,Total,,,17,0,3,0,0,1,,,,,
,Cities,,,12,0,3,0,0,1,,,,,
,,Bismarck,,1,0,0,0,0,0,0,0,0,1,"74,997"
,,Dickinson,,2,0,0,0,0,0,0,0,1,1,"23,801"
,,Fargo,,3,0,1,0,0,1,0,1,3,1,"126,927"
,,Grand Forks,,1,0,1,0,0,0,0,0,2,0,"56,163"
,,Napoleon,,1,0,0,0,0,0,0,0,1,0,747
,,Valley City,,2,0,0,0,0,0,1,0,0,1,"6,288"
,,Watford City,,0,0,1,0,0,0,0,0,0,1,"9,309"
,,Williston,,2,0,0,0,0,0,1,1,0,0,"31,046"
,Universities and Colleges,,,1,0,0,0,0,0,,,,,
,,University of North Dakota,,1,0,0,0,0,0,0,0,1,0,"17,050"
,Metropolitan Counties,,,2,0,0,0,0,0,,,,,
,,Burleigh,,1,0,0,0,0,0,0,1,0,0,
,,Morton,,1,0,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,,2,0,0,0,0,0,,,,,
,,McKenzie,,1,0,0,0,0,0,0,1,0,0,
,,Ward,,1,0,0,0,0,0,0,0,1,0,
Ohio,Total,,,304,77,69,54,4,34,,,,,
,Cities,,,265,57,59,50,3,31,,,,,
,,Akron,,3,1,3,2,0,0,1,1,3,4,"197,433"
,,Alliance,,1,0,1,0,0,0,1,1,0,0,"21,356"
,,Arcanum,,0,0,2,0,0,0,0,2,0,0,"1,997"
,,Ashland,,0,0,0,1,0,0,0,0,0,1,"20,247"
,,Austintown,,1,0,0,0,0,0,0,0,1,0,"34,688"
,,Avon Lake,,1,0,0,0,0,0,0,0,1,0,"24,724"
,,Barberton,,2,0,0,0,0,0,0,0,0,2,"25,890"
,,"Bath Township, Summit County",,0,0,0,1,0,0,1,0,0,0,"9,635"
,,Bazetta Township,,1,0,0,0,0,0,0,0,0,1,"5,494"
,,Beavercreek,,0,1,0,0,0,0,0,1,0,0,"48,029"
,,Beaver Township,,1,0,0,0,0,0,0,0,1,0,"6,358"
,,Boardman,,1,0,0,0,0,0,0, ,0,1,"38,625"
,,Butler Township,,1,0,1,0,0,0,0,1,0,1,"7,816"
,,Canton,,2,0,0,0,0,0,0,1,0,1,"70,124"
,,Cedarville,,0,0,1,0,0,0,0,0,1,0,"4,361"
,,Cheviot,,1,0,0,0,0,0,1,0,0,0,"8,195"
,,Chillicothe,,0,4,0,0,0,3,0,3,3,1,"21,700"
,,Cincinnati,,29,2,3,2,0,0,3,6,18,9,"304,724"
,,Circleville,,0,2,0,0,0,0,0,2,0,0,"14,113"
,,Cleveland2,,64,13,14,6,3,19,25,26,39,27,"379,121"
,,Colerain Township,,2,0,0,1,0,0,0,0,2,1,"59,307"
,,Columbus2,,56,7,16,1,0,6,11,25,27,22,"911,383"
,,Copley Township,,1,0,0,3,0,0,1,1,1,1,"17,280"
,,Dayton,,4,0,1,0,0,0,0,3,1,1,"140,193"
,,Defiance2,,1,2,0,0,0,3,0,1,1,3,"16,576"
,,Delhi Township,,1,0,0,0,0,0,0,0,0,1,"29,831"
,,Dublin,,1,1,0,0,0,0,0,0,2,0,"49,954"
,,Eaton,,0,1,0,0,0,0,1,0,0,0,"8,118"
,,Elyria,,3,0,0,0,0,0,0,0,1,2,"53,677"
,,Englewood,,3,0,0,0,0,0,0,1,1,1,"13,435"
,,Fairfax,,0,0,0,1,0,0,0,0,1,0,"1,701"
,,Findlay,,1,0,0,0,0,0,0,0,1,0,"41,237"
,,Gahanna,,1,3,0,0,0,0,0,1,0,3,"35,738"
,,Garfield Heights,,4,0,0,1,0,0, ,1,4, ,"27,283"
,,Germantown,,1,0,0,0,0,0,0,0,1,0,"5,517"
,,Green Township,,2,0,0,1,0,0,1,0,1,1,"59,142"
,,Grove City,,1,0,0,0,0,0,0,1,0,0,"42,551"
,,Groveport,,3,0,0,0,0,0,0,2,0,1,"5,649"
,,Hamilton,,3,0,0,0,0,0,3, , , ,"62,053"
,,Hilliard,,2,0,0,0,0,0,1,0,0,1,"37,585"
,,Huber Heights,,0,0,1,6,0,0,1,4,1,1,"38,158"
,,"Jackson Township, Stark County",,2,0,1,0,0,0,0,0,1,2,"40,270"
,,Lancaster,,3,1,0,0,0,0,1,1,2,0,"40,700"
,,Lebanon,,2,0,0,0,0,0,1,0,1,0,"20,720"
,,Lockland,,1,0,0,0,0,0,1,0,0,0,"3,440"
,,Lodi,,1,0,0,0,0,0,0,0,1,0,"2,915"
,,Lyndhurst,,1,0,0,0,0,0,0,1,0,0,"13,291"
,,"Madison Township, Franklin County",,0,0,0,1,0,0,0,0,1,0,"19,828"
,,Marietta,,1,0,0,0,0,0,0,0,1,0,"13,281"
,,Mason,,4,1,0,0,0,0,1,1,2,1,"34,218"
,,Maumee,,0,0,1,0,0,0,0,0,1,0,"13,605"
,,Medina,,0,4,0,0,0,0,0,1,3,0,"25,882"
,,Medina Township,,1,1,0,0,0,0,0,0,2,0,"9,105"
,,Mentor,,1,0,0,0,0,0,0,1,0,0,"47,275"
,,Miamisburg,,1,0,1,0,0,0,1,0,1,0,"20,140"
,,"Miami Township, Montgomery County",,1,0,0,0,0,0,0,1,0,0,"29,125"
,,Middletown,,6,0,0,2,0,0,3,3,2,0,"48,814"
,,Monroe,,0,1,0,2,0,0,0,0,1,2,"16,663"
,,Mount Healthy,,1,0,0,0,0,0,0,1,0,0,"6,729"
,,Napoleon,,0,1,0,0,0,0,0,1,0,0,"8,148"
,,New Albany,,3,2,0,0,0,0,2,1,2,0,"11,330"
,,Newark,,2,0,0,0,0,0,0,2,0,0,"50,625"
,,New Franklin,,1,0,1,0,0,0,0,1,1,0,"14,125"
,,North Canton,,0,0,3,0,0,0,2,0,1,0,"17,142"
,,North College Hill,,1,0,0,0,0,0,0,0,1,0,"9,269"
,,North Olmsted,,1,0,0,0,0,0,0,0,1,0,"31,176"
,,Norton,,1,0,0,0,0,0,0,0,0,1,"11,951"
,,Norwood,,0,0,0,1,0,0,1,0,0, ,"19,843"
,,Perrysburg Township,,1,0,0,0,0,0,0,1,0,0,"13,011"
,,Pickerington,,0,1,0,0,0,0,1,0,0,0,"22,631"
,,Pierce Township,,1,0,0,0,0,0,0,0,0,1,"11,789"
,,Portsmouth,,1,1,0,1,0,0,0,1,1,1,"20,151"
,,Reynoldsburg,,1,0,0,0,0,0,1,0,0,0,"38,600"
,,Riverside,,1,0,1,0,0,0,0,0,2,0,"25,128"
,,Rocky River,,1,0,0,0,0,0,0,0,1,0,"19,951"
,,Sandusky,,0,0,3,0,0,0,0,0,2,1,"24,422"
,,Shawnee Township,,1,0,0,0,0,0,0,0,1,0,"12,044"
,,Shelby,,0,0,0,1,0,0,0,1,0,0,"9,002"
,,"Springfield Township, Hamilton County",,3,0,0,1,0,0,1,0,2,1,"35,947"
,,"Springfield Township, Summit County",,1,0,0,2,0,0,0,2,1,0,"14,507"
,,St. Clair Township,,0,0,0,1,0,0,1,0,0,0,"7,436"
,,Streetsboro,,1,0,0,0,0,0,0,0,1,0,"16,527"
,,Sylvania,,1,0,0,0,0,0,0,0,1,0,"19,337"
,,Toledo,,4,0,1,0,0,0,2,3,0,0,"271,237"
,,Trotwood,,2,0,0,0,0,0,0,1,1,0,"24,399"
,,Troy,,1,0,0,0,0,0,0,0,1, ,"26,407"
,,Uniontown,,1,0,0,0,0,0,0,0,1,0,"3,309"
,,Upper Arlington,,0,1,0,0,0,0,0,1,0,0,"35,557"
,,Urbana,,1,0,1,1,0,0,0,2,1,0,"11,351"
,,Vandalia,,1,0,0,0,0,0, , ,1, ,"14,968"
,,Van Wert,,0,1,0,0,0,0,0,0,0,1,"10,659"
,,Vienna Township,,1,0,0,0,0,0,0,0,0,1,"3,761"
,,Walbridge,,1,0,0,0,0,0, ,0,0,1,"3,169"
,,Wapakoneta,,1,0,1,0,0,0,0,0,1,1,"9,680"
,,Washington Court House,,0,2,0,0,0,0,1,0,1,0,"14,076"
,,Waverly,,0,2,0,0,0,0,0,2,0,0,"4,217"
,,West Chester Township,,0,0,0,1,0,0,1,0,0,0,"62,685"
,,Willoughby,,0,0,0,1,0,0,1,0,0,0,"23,058"
,,Wooster,,1,0,0,2,0,0,0,2,1,0,"26,424"
,,Worthington,,0,1,0,1,0,0,0,0,2,0,"14,822"
,,Wyoming,,0,0,1,0,0,0,0,0,0,1,"8,578"
,,Youngstown,,1,0,0,0,0,0,1,0, , ,"65,316"
,,Zanesville,,4,0,1,6,0,0,0,3,5,3,"25,136"
,Universities and Colleges,,,4,1,0,0,0,0,,,,,
,,Ohio State University,Columbus,3,1,0,0,0,0,0,0,4,0,"66,178"
,,Wright State University,,1,0,0,0,0,0,0,0,1,0,"16,523"
,Metropolitan Counties,,,17,2,2,0,0,2,,,,,
,,Clermont,,2,0,0,0,0,0,1,0,0,1,
,,Delaware,,1,0,0,0,0,0,0,0,1,0,
,,Jefferson,,1,0,0,0,0,0,0,0,0,1,
,,Lawrence,,1,1,0,0,0,0,1,0,0,1,
,,Licking,,1,0,0,0,0,0,0,0,1,0,
,,Lorain,,1,0,0,0,0,0,1,0,0,0,
,,Lucas,,1,0,0,0,0,0,0,0,1,0,
,,Medina,,1,1,0,0,0,0,0,0,1,1,
,,Montgomery,,4,0,0,0,0,0,1,0,1,2,
,,Pickaway,,1,0,0,0,0,1,1,1,0,0,
,,Summit,,2,0,1,0,0,0,1,1,1,0,
,,Trumbull,,1,0,0,0,0,0,1,0,0,0,
,,Union,,0,0,1,0,0,0,1,0,0,0,
,,Warren,,0,0,0,0,0,1,0,0,0,1,
,Nonmetropolitan Counties,,,13,16,7,4,1,1,,,,,
,,Ashland,,1,0,0,0,0,0,0,1,0,0,
,,Auglaize,,1,0,0,0,0,0,0,0,1,0,
,,Coshocton,,0,1,0,0,0,0,0,0,0,1,
,,Fayette,,1,0,0,0,0,0,0,0,1,0,
,,Logan,,1,0,0,1,0,0,0,0,2,0,
,,Marion,,1,0,1,0,0,0,0,0,2,0,
,,Muskingum,,3,0,0,0,0,0,0,0,2,1,
,,Pike,,1,1,1,0,0,0,1,2,0,0,
,,Preble,,0,6,0,0,1,1,1,2,3,2,
,,Putnam,,0,1,0,0,0,0,0,0,0,1,
,,Ross,,2,7,2,0,0,0,0,2,7,2,
,,Shelby,,0,0,0,1,0,0,1,0,0,0,
,,Vinton,,1,0,0,0,0,0,0,0,1,0,
,,Washington,,0,0,3,2,0,0,1,0,2,2,
,,Wayne,,1,0,0,0,0,0,0,0,1, ,
,Other Agencies,,,5,1,1,0,0,0,,,,,
,,Greater Cleveland Regional Transit Authority,,3,0,1,0,0,0,3, ,1, ,
,,Ohio Department of Natural Resources,,2,1,0,0,0,0,1,1,1,0,
Oklahoma,Total,,,4,1,2,1,0,0,,,,,
,Cities,,,4,1,1,1,0,0,,,,,
,,Konawa,,0,0,1,0,0,0,1,0,0,0,"1,186"
,,Oklahoma City,,3,1,0,1,0,0,4,1,0,0,"663,661"
,,Tulsa,,1,0,0,0,0,0,1,0,0,0,"402,166"
,Nonmetropolitan Counties,,,0,0,1,0,0,0,,,,,
,,McIntosh,,0,0,1,0,0,0,1,0,0,0,
Oregon,Total,,,203,30,34,6,2,11,,,,,
,Cities,,,179,27,29,6,2,9,,,,,
,,Albany,,1,0,0,0,0,0,0,0,1,0,"55,926"
,,Astoria,,2,0,2,0,0,0,3,1,0,0,"10,076"
,,Beaverton,,1,1,0,0,0,0,0,2,0,0,"100,085"
,,Bend,,5,7,0,1,0,0,4,1,4,4,"103,485"
,,Carlton,,1,0,0,0,0,0,0,0,1,0,"2,202"
,,Central Point,,1,0,0,0,0,0,0,1,0,0,"19,032"
,,Coos Bay,,1,0,1,0,0,0,0,0,2,0,"16,403"
,,Corvallis,,1,0,0,0,0,0,0,0,1,0,"59,375"
,,Cottage Grove,,1,0,0,0,0,0,0,0,0,1,"10,556"
,,Dallas,,2,1,1,0,0,0,2,1,1,0,"17,265"
,,Eugene,,29,6,3,3,0,2,11,14,14,4,"174,513"
,,Forest Grove,,2,0,0,0,0,0,1,0,1,0,"26,065"
,,Gladstone,,2,0,0,0,0,0,0,1,0,1,"12,418"
,,Gresham,,1,0,0,0,0,0,1,0,0,0,"109,767"
,,Hermiston,,1,0,0,0,0,0,0,0,1,0,"17,896"
,,Hillsboro2,,6,0,2,0,0,1,3,1,1,3,"111,146"
,,Hood River,,2,0,0,0,0,0,0,2,0,0,"7,863"
,,Hubbard,,0,1,0,0,0,1,0,0,0,2,"3,615"
,,Keizer,,1,0,0,0,0,0,0,1,0,0,"40,087"
,,Klamath Falls,,2,0,1,0,0,0,2,0,0,1,"22,693"
,,La Grande,,4,0,0,1,0,1,0,0,2,4,"13,674"
,,Lake Oswego,,3,0,0,0,0,0,0,0,1,2,"40,171"
,,Lincoln City,,6,0,0,0,0,0,1,0,4,1,"9,275"
,,McMinnville,,2,0,1,0,0,0,0,1,2,0,"35,040"
,,Medford,,1,0,0,0,0,0,0,1,0,0,"84,016"
,,Molalla,,0,0,1,0,0,0,0,0,0,1,"9,351"
,,Monmouth,,1,0,0,0,0,0,0,1,0,0,"10,708"
,,Mount Angel,,1,0,0,0,0,0,0,0,1,0,"3,647"
,,Newberg-Dundee,,1,0,0,0,0,0,0,0,1,0,"24,081"
,,Newport,,2,0,0,0,0,0,2,0,0,0,"10,950"
,,North Bend2,,4,0,1,0,0,0,0,3,0,1,"9,778"
,,Ontario,,2,0,0,0,0,0,0,0,0,2,"10,952"
,,Oregon City,,5,0,0,0,0,2,1,3,3,0,"37,892"
,,Pendleton,,0,0,0,1,0,0,0,1,0,0,"16,804"
,,Phoenix,,1,0,0,0,0,0,1,0,0,0,"4,680"
,,Portland2,,28,2,9,0,1,0,8,10,10,10,"662,941"
,,Rainier2,,1,0,1,0,0,0,0,0,0,1,"2,021"
,,Reedsport,,1,1,0,0,0,0,0,2,0,0,"4,111"
,,Roseburg,,1,0,0,0,0,0,0,1,0,0,"23,551"
,,Salem2,,21,2,5,0,0,2,6,9,8,6,"176,632"
,,Sherwood,,2,0,0,0,0,0,1,1,0,0,"20,052"
,,Silverton,,1,0,0,0,0,0,0,1,0,0,"10,782"
,,Springfield,,7,3,0,0,0,0,0,4,3,3,"63,666"
,,Sutherlin,,1,0,0,0,0,0,0,0,0,1,"8,223"
,,Talent,,0,1,0,0,0,0,0,0,0,1,"6,671"
,,Tigard,,11,1,1,0,0,0,2,5,4,2,"56,377"
,,Tualatin,,4,0,0,0,1,0,0,1,1,3,"28,030"
,,Turner,,1,0,0,0,0,0,0,0,1, ,"2,153"
,,Umatilla,,2,0,0,0,0,0,0,0,1,1,"7,366"
,,West Linn,,2,1,0,0,0,0,0,0,2,1,"26,916"
,,Woodburn,,1,0,0,0,0,0,0,0,0,1,"26,521"
,Universities and Colleges,,,1,1,0,0,0,0,,,,,
,,Portland State University,,1,1,0,0,0,0,2,0,0,0,"32,445"
,Metropolitan Counties,,,15,1,2,0,0,2,,,,,
,,Clackamas,,8,0,0,0,0,1,2,0,3,4,
,,Jackson,,1,0,0,0,0,1,1,1,0,0,
,,Josephine,,0,0,2,0,0,0,1,0,1,0,
,,Linn,,1,0,0,0,0,0,0,0,1,0,
,,Polk,,3,0,0,0,0,0,0,3,0,0,
,,Washington,,2,0,0,0,0,0,0,1,0,1,
,,Yamhill,,0,1,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,,5,1,2,0,0,0,,,,,
,,Jefferson,,2,0,0,0,0,0,0,0,0,2,
,,Klamath,,2,0,1,0,0,0, , ,1,2,
,,Lincoln,,1,0,0,0,0,0,1,0,0,0,
,,Tillamook,,0,0,1,0,0,0,0,0,0,1,
,,Union,,0,1,0,0,0,0,0,0,1,0,
,State Police Agencies,,,3,0,1,0,0,0,,,,,
,,State Police:,Benton County,1,0,0,0,0,0,0,1,0,0,
,,,Columbia County,1,0,0,0,0,0,0,1,0,0,
,,,Marion County,1,0,1,0,0,0,0,0,2,0,
Pennsylvania,Total,,,62,13,5,0,0,2,,,,,
,Cities,,,58,13,4,0,0,2,,,,,
,,Altoona,,2,0,0,0,0,0,0,0,1,1,"43,090"
,,East Earl Township,,1,0,0,0,0,0,1,0,0,0,"6,934"
,,East Pennsboro Township,,1,1,0,0,0,0,1,1,0,0,"21,556"
,,Gettysburg,,1,0,0,0,0,0, , , ,1,"7,738"
,,Johnsonburg,,1,0,0,0,0,0,0,1,0,0,"2,271"
,,Meadville,,2,0,0,0,0,0,0,2,0,0,"12,579"
,,New Hope,,1,0,0,0,0,0,0,1,0,0,"2,530"
,,Philadelphia,,36,9,3,0,0,2,19,10,15,6,"1,586,666"
,,Pittsburgh,,3,2,0,0,0,0,0,2,2,1,"298,608"
,,Pocono Mountain Regional,,1,0,0,0,0,0,0,1,0,0,"43,250"
,,Pottsville,,1,0,0,0,0,0, , ,1, ,"13,384"
,,Reading,,2,0,0,0,0,0,1,1,0,0,"88,412"
,,Southern Chester County Regional,,0,1,0,0,0,0,0,0,0,1,"16,477"
,,South Greensburg,,1,0,0,0,0,0,0,1,0,0,"1,983"
,,State College,,1,0,0,0,0,0,0,1,0,0,"58,471"
,,Upper Darby Township,,1,0,0,0,0,0,0,0,0,1,"82,947"
,,Upper Moreland Township2,,3,0,1,0,0,0,0,0,2,1,"24,031"
,Universities and Colleges,,,4,0,1,0,0,0,,,,,
,,Lehigh University,,1,0,0,0,0,0, ,0,1,0,"7,330"
,,Pennsylvania State University,University Park,1,0,1,0,0,0, ,0,1,1,"49,935"
,,Shippensburg University,,2,0,0,0,0,0,1,0,1,0,"7,138"
Rhode Island,Total,,,4,4,5,0,0,1,,,,,
,Cities,,,4,2,3,0,0,0,,,,,
,,Barrington,,0,1,0,0,0,0,0,0,1,0,"15,986"
,,Burrillville,,0,0,1,0,0,0,1,0,0,0,"16,904"
,,Coventry,,1,0,0,0,0,0,0,1,0,0,"34,740"
,,Cranston,,1,0,0,0,0,0,0,1,0,0,"81,313"
,,Lincoln,,0,1,0,0,0,0,1,0,0,0,"22,029"
,,Pawtucket,,1,0,1,0,0,0,0,1,0,1,"72,017"
,,Providence,,1,0,0,0,0,0,0,1,0,0,"179,603"
,,Tiverton,,0,0,1,0,0,0,0,0,1,0,"15,604"
,Universities and Colleges,,,0,2,2,0,0,1,,,,,
,,Brown University,,0,2,2,0,0,1,4,0,1,0,"10,760"
South Carolina,Total,,,58,31,12,1,4,4,,,,,
,Cities,,,35,3,8,1,1,3,,,,,
,,Aiken,,0,1,0,0,1,0,0,1,0,1,"31,007"
,,Batesburg-Leesville,,1,0,0,0,0,0,0,0,1,0,"5,419"
,,Calhoun Falls,,7,0,0,0,0,0,1,0,1,5,"1,892"
,,Cayce,,1,0,0,0,0,0,0,0,0,1,"14,117"
,,Charleston,,5,0,2,0,0,0,1,2,2,2,"139,582"
,,Chester,,1,0,0,0,0,0,0,0,0,1,"5,354"
,,Chesterfield,,1,0,0,0,0,0,0,1,0,0,"1,409"
,,Columbia,,2,0,0,0,0,0,0,1,1,0,"131,777"
,,Easley,,0,0,0,0,0,1,1,0,0,0,"21,512"
,,Florence,,1,0,2,0,0,0,0,1,0,2,"38,597"
,,Fort Mill,,1,0,0,0,0,0,0,1,0,0,"23,966"
,,Gaffney,,2,0,0,0,0,0,0,0,2,0,"12,631"
,,Goose Creek,,1,0,0,0,0,0,0,0,0,1,"44,522"
,,Hartsville,,1,0,1,0,0,0,0,0,1,1,"7,519"
,,Lake View,,3,0,0,0,0,0,0,0,2,1,752
,,Landrum,,0,0,0,1,0,0,0,0,1,0,"2,713"
,,Lexington,,1,0,0,0,0,0,0,0,1,0,"22,592"
,,Mauldin,,0,0,0,0,0,1,0,1,0,0,"25,662"
,,Moncks Corner,,1,1,0,0,0,0,0,1,0,1,"12,580"
,,Myrtle Beach,,1,0,1,0,0,0,1,0,0,1,"35,658"
,,North Myrtle Beach,,0,0,1,0,0,1,0,0,1,1,"17,183"
,,Orangeburg,,1,0,0,0,0,0,1,0,0,0,"12,529"
,,Pickens,,1,0,0,0,0,0,0,0,0,1,"3,177"
,,Port Royal,,1,0,0,0,0,0,0,0,0,1,"13,553"
,,Rock Hill,,0,1,0,0,0,0,0,0,1,0,"76,016"
,,Walterboro,,0,0,1,0,0,0,1,0,0,0,"5,387"
,,Winnsboro,,1,0,0,0,0,0,0,0,1,0,"3,144"
,,York,,1,0,0,0,0,0,1,0,0,0,"8,486"
,Universities and Colleges,,,1,0,0,0,0,0,,,,,
,,University of South Carolina,Columbia,1,0,0,0,0,0,1,0,0,0,"37,510"
,Metropolitan Counties,,,12,21,4,0,3,1,,,,,
,,Anderson,,1,0,0,0,0,0,0,1,0,0,
,,Beaufort,,2,0,0,0,0,0,0,0,1,1,
,,Berkeley,,0,20,1,0,0,0,5,4,9,3,
,,Charleston,,3,1,0,0,0,0,1,1,2,0,
,,Laurens,,1,0,0,0,0,0,0,0,1,0,
,,Pickens,,2,0,0,0,0,0,0,0,1,1,
,,Richland,,3,0,3,0,3,1,2,4,2,2,
,Nonmetropolitan Counties,,,6,7,0,0,0,0,,,,,
,,Allendale,,1,0,0,0,0,0,0,1,0,0,
,,Bamberg,,0,4,0,0,0,0,1,2,0,1,
